ID_Student,course_year_month,pass,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url
579711,DDD 2014_February,True,0,0,16,0,128,0,137,0,4,189,0,91,0,0,0,0,77,0,128,6
687722,GGG 2014_October,True,0,0,0,0,100,5,156,0,0,151,0,0,0,0,63,0,35,0,29,0
546681,BBB 2013_February,False,0,0,0,0,35,0,11,0,0,1,0,0,0,0,0,0,2,0,4,2
627417,CCC 2014_October,True,35,3,0,3,1033,0,1211,0,7,2419,0,47,28,42,1097,0,207,0,453,80
688379,GGG 2014_October,True,0,0,0,0,97,0,134,0,0,252,0,0,0,0,99,0,9,0,15,0
266524,AAA 2014_October,True,0,0,0,0,75,0,104,0,0,114,0,0,0,0,0,0,28,0,38,0
547018,BBB 2014_February,False,0,0,0,0,203,0,124,0,3,35,0,0,0,0,52,0,6,0,29,12
630479,CCC 2014_October,True,1,2,0,2,65,0,509,0,0,2216,0,9,14,15,1273,0,182,0,278,22
563769,BBB 2013_October,False,0,0,0,0,5,0,60,0,0,16,0,0,0,0,103,0,9,0,20,4
579685,FFF 2013_October,False,0,0,0,2,170,0,253,0,0,1013,0,8,11,0,1904,0,32,0,198,11
628280,GGG 2014_February,True,0,0,0,0,45,2,78,0,0,183,0,0,0,0,109,0,19,0,34,0
1991399,DDD 2014_October,True,0,0,0,0,635,0,574,0,16,533,0,0,4,0,439,0,149,0,316,45
621319,GGG 2014_February,False,0,0,0,0,126,0,118,0,0,211,0,0,0,0,89,0,22,0,44,0
375527,FFF 2014_October,True,0,0,0,0,93,0,141,2,0,328,0,0,0,0,757,0,23,0,152,12
656651,FFF 2014_October,True,1,0,0,0,237,0,271,13,1,404,0,4,3,0,773,0,29,0,233,19
409091,DDD 2013_February,True,0,0,22,0,334,0,298,0,0,33,26,99,1,0,0,0,63,0,185,64
610012,GGG 2013_October,True,0,0,0,0,2,0,84,0,0,81,0,0,0,0,88,0,29,0,17,0
608504,EEE 2013_October,True,0,5,0,0,1577,0,241,0,0,502,0,126,0,0,1068,0,24,0,80,42
653115,CCC 2014_October,True,0,0,0,0,89,0,222,2,2,687,0,12,4,7,882,0,49,0,228,13
630030,BBB 2014_February,True,0,0,0,0,9,0,19,0,0,7,0,0,0,0,85,0,13,0,8,0
685318,BBB 2014_October,True,0,0,0,0,115,4,194,0,6,411,0,0,0,4,64,0,26,0,39,1
492726,BBB 2013_October,True,0,0,0,0,24,0,164,0,0,30,0,0,0,0,69,0,9,0,28,63
683745,FFF 2014_October,False,0,1,0,0,427,0,242,3,0,369,0,47,2,10,121,0,15,0,167,14
496916,DDD 2014_October,True,0,0,22,0,188,0,302,0,1,324,0,0,0,0,0,0,125,0,371,56
541482,CCC 2014_October,False,0,0,18,0,203,2,604,0,26,645,0,74,0,0,382,0,331,0,497,24
550802,FFF 2013_February,True,0,0,0,0,95,0,182,0,0,753,5,1,9,0,633,0,25,0,160,14
565952,EEE 2014_October,True,0,0,0,0,256,0,250,0,2,496,0,263,1,0,171,0,26,0,53,23
596128,BBB 2014_October,False,0,0,0,0,68,10,243,0,0,592,0,0,0,13,169,0,34,0,27,3
541753,FFF 2013_February,True,0,0,0,0,204,0,183,0,0,1037,4,0,9,0,954,0,23,0,328,12
419913,DDD 2014_October,True,0,0,16,0,1427,4,958,0,22,97,0,0,0,0,0,0,79,0,154,25
505767,CCC 2014_February,True,0,0,0,0,201,0,228,0,0,509,0,142,2,0,941,0,45,0,75,37
584687,FFF 2013_October,False,0,0,0,0,19,0,4,0,0,8,0,0,4,0,1,0,0,0,12,0
555672,BBB 2013_February,True,0,0,0,0,489,0,263,0,0,2,0,0,0,0,91,0,93,0,146,20
480554,BBB 2013_February,True,0,0,0,0,306,0,333,0,0,1,0,0,0,0,121,0,20,0,54,19
560030,BBB 2013_October,False,0,0,0,0,57,0,112,0,0,6,0,0,0,0,15,0,29,0,26,14
626885,DDD 2014_February,True,0,0,6,0,936,0,523,0,0,46,0,82,0,0,0,0,24,0,148,7
493404,DDD 2013_October,True,0,0,23,0,213,6,255,0,20,122,0,181,0,0,0,0,86,0,295,43
650471,EEE 2014_October,True,0,0,0,0,839,0,482,0,2,984,0,317,0,0,84,0,33,0,45,52
1347198,FFF 2013_February,True,26,11,0,0,340,0,181,0,0,1321,30,13,11,3,533,0,37,0,260,38
500283,DDD 2013_October,True,0,0,1,0,44,30,170,0,49,165,0,37,0,0,0,0,22,0,123,6
606815,GGG 2013_October,True,0,0,0,0,83,1,154,0,0,209,0,0,0,0,90,0,60,0,46,0
618078,EEE 2014_February,False,0,0,0,0,7,0,35,0,0,175,0,0,0,0,3,0,2,0,2,1
681352,FFF 2014_October,True,0,0,0,0,278,0,235,2,4,1752,0,17,1,9,502,0,24,0,200,15
638625,FFF 2014_October,True,60,5,0,0,488,0,664,3,12,2593,0,70,10,38,1228,0,45,0,670,60
612217,BBB 2013_October,True,0,0,0,0,42,0,50,0,0,29,0,0,0,0,53,0,6,0,19,10
352382,GGG 2013_October,True,0,0,0,0,96,2,222,0,0,282,0,0,0,0,113,0,70,0,32,0
614804,CCC 2014_October,True,0,0,24,0,112,0,316,0,0,51,0,25,4,0,1272,0,107,0,360,19
424637,BBB 2013_October,False,0,0,0,0,6,0,31,0,0,0,0,0,0,0,132,0,1,0,3,0
649935,EEE 2014_October,False,0,0,0,0,27,0,110,0,0,165,0,123,0,0,81,0,16,0,8,4
626217,DDD 2014_February,False,0,0,4,0,160,0,189,0,7,94,0,111,0,0,0,0,73,0,82,9
417096,GGG 2014_February,True,0,0,0,0,82,1,281,0,0,842,0,0,0,0,94,0,106,0,56,0
622175,DDD 2014_February,False,0,0,9,0,153,0,425,0,3,74,0,103,0,0,0,0,80,0,198,25
419223,EEE 2013_October,True,0,1,0,0,392,0,307,0,0,1074,0,366,0,0,174,0,18,0,67,44
289108,BBB 2014_February,True,0,0,0,0,723,2,509,0,1,10,0,0,0,0,100,0,194,0,215,80
483109,BBB 2013_February,True,0,0,0,0,430,5,206,0,0,2,1,0,0,0,83,0,83,0,117,17
604238,BBB 2013_October,True,0,0,0,0,25,0,341,0,0,27,0,0,0,0,100,0,67,0,96,101
2643122,GGG 2013_October,True,0,0,0,0,24,0,163,0,0,268,0,0,0,0,146,0,74,0,29,0
680414,DDD 2014_October,False,0,0,9,0,425,6,241,0,5,53,0,0,0,0,0,0,59,0,255,28
690507,EEE 2014_October,True,0,0,0,0,101,0,473,0,3,1705,0,146,6,0,1647,0,82,0,170,44
632210,GGG 2014_February,False,0,0,0,0,0,0,40,0,0,9,0,0,0,0,0,0,30,0,11,0
281651,FFF 2013_February,True,0,0,0,0,612,0,532,0,0,1436,20,38,6,7,739,0,74,0,270,24
2312279,FFF 2013_October,True,14,12,0,3,856,138,1196,0,2,4250,0,56,29,20,2085,0,74,0,835,82
598824,GGG 2013_October,False,0,0,0,0,3,0,23,0,0,45,0,0,0,0,21,0,5,0,1,0
383445,FFF 2014_October,False,0,0,0,0,162,0,110,2,1,60,0,0,0,0,1,0,16,0,56,0
648613,FFF 2014_October,True,0,0,0,0,604,0,213,5,6,1005,0,1,5,0,1872,0,48,0,249,10
549106,BBB 2013_February,False,0,0,0,0,250,2,39,0,0,3,0,0,0,0,0,0,18,0,45,3
629240,BBB 2014_February,True,0,0,0,0,52,0,48,0,0,41,0,0,0,0,109,0,164,0,161,30
656553,EEE 2014_October,False,0,0,0,0,549,0,209,0,1,1227,0,0,2,0,100,0,16,0,10,7
634397,DDD 2014_February,False,0,0,5,0,148,0,280,0,25,80,0,35,0,0,0,0,77,0,105,10
372141,GGG 2014_October,True,0,0,0,0,313,0,51,0,0,158,0,0,0,0,67,0,4,0,14,0
2436812,AAA 2014_October,False,0,0,0,0,92,0,130,0,0,251,0,0,0,0,0,0,28,0,60,16
373126,DDD 2013_February,False,0,0,12,0,220,0,305,0,0,218,2,86,1,0,0,0,47,0,220,69
632673,GGG 2014_February,True,0,0,0,0,36,0,60,0,0,183,0,0,0,0,71,0,13,0,7,0
584210,FFF 2013_October,False,0,0,0,2,68,0,137,1,0,591,0,0,5,3,691,0,16,0,189,1
527801,AAA 2014_October,False,0,0,0,0,99,0,185,0,0,213,0,0,0,0,0,0,12,0,80,18
1620151,AAA 2013_October,False,2,0,0,0,131,8,203,0,12,571,0,0,0,0,0,0,11,0,57,3
573742,EEE 2013_October,True,0,2,5,0,74,12,146,0,13,393,0,124,0,0,101,0,19,0,70,12
383602,FFF 2014_October,True,0,1,0,0,987,0,736,5,0,1277,0,14,9,3,1075,0,71,0,414,20
26023,GGG 2013_October,True,0,0,0,0,118,1,315,0,0,151,0,0,0,0,105,0,83,0,13,0
489222,GGG 2013_October,True,0,0,0,0,296,1,200,0,0,473,0,0,0,0,172,0,55,0,27,0
177472,EEE 2014_October,False,0,0,0,0,109,0,80,0,3,229,0,2,0,0,91,0,3,0,22,10
512961,FFF 2013_February,False,0,0,0,0,72,0,55,0,0,202,0,9,2,0,0,0,12,0,43,7
679174,BBB 2014_October,True,0,0,0,0,4,0,166,0,0,962,0,0,0,2,125,0,51,0,49,2
47924,FFF 2013_October,False,0,0,0,0,15,0,6,0,0,4,0,0,0,0,0,0,0,0,9,0
479753,EEE 2013_October,True,0,6,0,0,36,0,266,0,0,815,0,198,0,0,256,0,20,0,51,28
348579,GGG 2013_October,True,0,0,0,0,68,0,134,0,0,262,0,0,0,0,130,0,14,0,9,0
587706,FFF 2014_October,False,0,0,0,0,36,0,96,3,0,223,0,33,1,0,63,0,10,0,112,4
583198,DDD 2013_October,True,0,0,22,0,116,0,167,0,5,388,0,38,0,0,0,0,49,0,388,24
467504,FFF 2013_October,True,1,0,0,6,648,0,538,0,0,1367,0,5,11,7,574,0,39,0,467,29
630152,CCC 2014_February,False,0,0,0,0,102,0,66,0,0,6,0,1,0,0,85,0,8,0,20,3
682385,DDD 2014_October,False,0,0,11,0,90,1,367,0,5,194,0,0,0,0,0,0,120,0,149,62
527225,FFF 2013_February,True,5,9,0,0,256,0,379,0,0,1399,10,49,12,4,850,0,62,0,388,51
686447,EEE 2014_October,True,0,0,0,0,306,0,301,0,3,1334,0,429,0,0,143,0,17,0,4,39
277577,FFF 2014_February,True,3,0,0,1,888,0,1085,0,13,1252,0,43,6,10,945,0,38,0,443,55
615439,FFF 2014_February,True,0,0,0,4,216,0,325,0,5,824,0,6,8,0,698,0,45,0,206,37
483934,DDD 2013_October,False,0,0,7,0,25,0,43,0,8,119,0,15,0,0,0,0,21,0,22,2
554044,FFF 2013_February,True,4,8,0,0,309,0,561,0,0,1804,11,24,6,6,814,0,36,0,267,35
404449,EEE 2013_October,True,0,7,0,0,258,0,384,0,0,1286,0,104,0,0,129,0,14,0,38,38
2494700,AAA 2014_October,True,9,0,0,0,856,0,760,0,4,1519,0,0,0,0,0,0,15,0,193,171
574955,FFF 2013_October,False,0,0,0,0,16,0,20,0,0,174,0,4,1,0,71,0,7,0,22,0
501918,EEE 2013_October,False,0,3,0,0,0,0,45,0,0,222,0,0,0,0,126,0,0,0,3,5
123598,CCC 2014_October,True,0,0,4,0,312,0,434,0,20,164,0,42,0,0,564,0,127,0,381,44
685283,FFF 2014_October,False,0,0,0,0,7,0,61,0,0,262,0,1,0,9,121,0,13,0,61,4
144923,DDD 2013_February,False,0,0,3,0,8,0,88,0,0,86,0,10,0,0,0,0,48,0,42,26
572106,BBB 2014_October,False,0,0,0,0,0,0,9,0,0,0,0,0,0,0,18,0,0,0,6,0
2529663,CCC 2014_February,True,0,0,0,0,10,0,57,0,0,76,0,0,0,0,542,0,23,0,79,8
514031,BBB 2014_February,True,0,0,0,0,705,2,213,0,0,23,0,0,0,0,70,0,39,0,57,48
404239,EEE 2014_February,False,0,0,0,0,10,0,39,0,0,10,0,0,0,0,7,0,6,0,12,0
508572,FFF 2013_February,False,0,0,0,0,238,0,212,0,0,925,2,5,7,3,949,0,43,0,270,23
550400,BBB 2013_February,False,0,0,0,0,2641,4,349,0,0,3,0,0,0,0,70,0,77,0,178,21
400451,DDD 2013_February,False,0,0,71,0,285,0,306,0,0,477,3,138,0,0,0,0,86,0,505,20
584546,FFF 2013_October,True,0,1,0,4,489,0,446,0,11,865,0,14,11,0,3304,0,39,0,247,6
627750,CCC 2014_February,True,0,0,0,0,207,0,249,0,1,402,0,70,0,0,362,0,51,0,90,33
695653,EEE 2014_October,True,0,1,0,0,68,0,146,0,2,406,0,19,0,0,385,0,9,0,74,11
617888,EEE 2014_October,True,0,0,0,0,228,0,412,0,4,809,0,165,0,0,259,0,38,0,61,56
684270,CCC 2014_October,False,0,0,0,0,17,0,252,0,0,26,0,0,0,0,1218,0,128,0,49,5
548764,CCC 2014_February,False,0,0,0,0,94,0,254,0,0,566,0,2,9,0,2786,0,70,0,220,16
599452,CCC 2014_October,True,0,20,0,0,12,0,262,0,2,375,0,3,4,0,450,0,30,0,98,42
295255,FFF 2013_October,True,0,0,0,9,1062,0,930,0,14,1887,0,1,8,0,3005,0,82,0,587,34
641253,DDD 2014_October,True,0,0,24,0,493,2,424,0,32,180,0,0,0,0,0,0,60,0,154,36
634859,FFF 2014_February,False,0,0,0,0,318,0,159,0,7,160,0,2,6,0,52,0,24,0,68,2
1776925,BBB 2013_February,False,0,0,0,0,21,0,40,0,0,0,0,0,0,0,43,0,9,0,28,12
1593442,CCC 2014_October,True,0,0,0,0,116,0,272,0,0,1721,0,0,2,0,357,0,70,0,45,8
2693932,FFF 2014_October,True,0,0,0,0,85,0,269,4,0,1179,0,4,2,7,816,0,25,0,194,12
586639,GGG 2013_October,True,0,0,0,0,173,0,127,0,0,168,0,0,0,0,107,0,16,0,22,0
634744,CCC 2014_February,False,0,0,0,0,129,0,165,0,1,97,0,58,0,0,416,0,72,0,41,4
502736,DDD 2013_February,False,0,0,3,0,18,0,33,0,0,10,3,0,0,0,0,0,4,0,46,15
685009,BBB 2014_October,True,0,0,0,0,24,11,184,0,4,705,0,0,0,11,146,0,28,0,26,4
350660,FFF 2013_February,True,11,8,0,0,737,0,794,0,0,2249,4,42,11,13,635,0,39,0,451,35
527954,DDD 2013_October,False,0,0,31,0,136,0,165,0,3,101,0,59,0,0,0,0,28,0,132,29
317096,DDD 2013_October,True,0,0,2,0,23,1,249,0,1,127,0,9,0,0,0,0,83,0,296,19
580689,EEE 2014_October,False,0,2,0,0,564,0,239,0,1,319,0,0,0,0,188,0,8,0,62,33
601276,GGG 2013_October,False,0,0,0,0,31,0,6,0,0,0,0,0,0,0,0,0,3,0,1,0
2588215,DDD 2014_October,False,0,0,8,0,49,0,124,0,1,107,0,23,0,0,0,0,24,0,40,0
131222,DDD 2013_October,True,0,0,17,0,875,0,888,0,28,592,0,138,0,0,651,0,90,0,559,64
485219,DDD 2014_February,False,0,0,2,0,6,0,43,0,0,52,0,23,0,0,0,0,7,0,31,1
609240,FFF 2014_October,True,7,1,0,0,303,0,448,6,24,1984,0,80,5,22,483,0,36,0,351,40
125535,BBB 2014_October,True,0,0,0,0,7,0,53,0,5,67,0,0,0,0,0,0,18,0,46,0
583191,BBB 2013_October,True,0,0,0,0,107,0,86,0,0,17,0,0,0,0,61,0,12,1,22,24
464724,EEE 2014_February,True,0,0,0,0,1274,0,1046,0,4,1729,0,706,9,0,386,0,71,0,96,82
559823,DDD 2013_February,False,0,0,9,0,9,0,100,0,0,117,2,12,1,0,0,0,31,0,47,25
302071,FFF 2013_October,False,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2392824,BBB 2013_October,True,0,0,0,0,170,6,252,0,0,48,0,0,0,0,72,0,15,0,36,45
560168,FFF 2014_February,False,0,0,0,0,147,0,153,0,2,463,0,64,9,6,414,0,19,0,148,3
576488,GGG 2013_October,True,0,0,0,0,46,0,109,0,0,227,0,0,0,0,193,0,32,0,29,0
614741,BBB 2014_February,True,0,0,0,0,5716,0,2396,0,0,39,0,0,0,0,79,0,37,0,75,88
633717,FFF 2014_February,True,0,0,0,4,248,1,747,0,0,1376,0,4,11,0,1008,0,22,0,732,15
2229783,BBB 2014_October,True,0,0,0,0,68,2,411,0,16,1031,0,0,0,4,176,0,299,0,318,42
547788,BBB 2014_October,True,0,0,0,0,244,0,249,0,17,594,0,0,0,3,153,0,21,0,15,1
610097,FFF 2013_October,True,33,10,0,2,468,0,290,0,0,1902,0,2,21,8,694,0,27,0,259,10
585154,CCC 2014_October,True,0,0,0,0,1,0,131,0,0,157,0,0,1,0,1801,0,46,0,131,7
602913,CCC 2014_February,True,0,0,0,0,5,0,107,0,0,1,0,0,3,0,305,0,31,0,44,2
1073766,CCC 2014_February,True,0,6,0,0,300,0,737,0,2,1458,0,265,2,0,1156,0,220,0,297,99
1804143,DDD 2014_October,True,0,0,8,0,716,11,262,0,30,101,0,26,0,0,0,0,44,0,92,8
325080,BBB 2014_February,True,0,0,0,0,849,0,401,0,0,29,0,0,0,0,75,0,33,0,42,39
593103,DDD 2013_October,True,0,0,25,0,593,2,629,0,2,154,0,63,1,0,345,0,130,0,372,33
627516,EEE 2014_February,True,0,0,0,0,295,0,493,0,1,975,0,426,0,0,179,0,105,0,12,103
469499,FFF 2014_October,True,0,0,0,0,1160,0,829,8,17,1797,0,6,3,3,3091,0,97,0,392,18
261265,FFF 2014_February,True,0,0,0,4,121,0,194,0,0,353,0,0,8,0,2044,0,53,0,195,21
687688,BBB 2014_October,True,0,0,0,0,23,15,173,0,0,942,0,0,0,9,152,0,53,0,55,9
110881,FFF 2013_October,True,0,0,0,2,658,5,935,0,1,1747,0,26,6,23,1088,0,86,0,382,73
592776,CCC 2014_February,True,0,0,0,0,38,0,414,0,4,869,0,0,7,0,655,0,158,0,232,6
595256,GGG 2013_October,True,0,0,0,0,60,0,97,0,0,171,0,0,0,0,116,0,5,0,15,0
43564,EEE 2013_October,True,0,8,0,0,390,0,363,0,0,902,0,248,0,0,176,0,65,0,111,71
113698,EEE 2013_October,False,0,1,0,0,4,0,89,0,1,131,0,0,0,0,27,0,2,0,10,6
442064,AAA 2014_October,True,0,0,0,0,76,0,68,0,0,179,0,0,0,0,0,0,7,0,59,13
316091,CCC 2014_October,True,0,0,0,0,5,0,54,0,0,0,0,0,0,0,225,0,10,0,50,3
492928,BBB 2014_February,False,0,0,0,0,0,0,10,0,0,5,0,0,0,0,73,0,4,0,5,3
2683697,BBB 2014_February,False,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,14,0,9,2
433864,BBB 2013_October,True,0,0,0,0,233,1,287,0,0,7,0,0,0,0,93,0,30,0,41,63
365288,BBB 2013_October,False,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,3,1
632485,GGG 2014_February,True,0,0,0,0,69,2,217,0,0,938,0,0,0,0,141,0,17,0,68,0
579526,FFF 2013_October,True,4,6,0,4,258,0,424,0,1,1808,0,85,8,13,750,0,40,0,349,37
467363,FFF 2014_October,False,0,5,0,0,365,0,301,6,0,718,0,11,2,9,665,0,41,0,171,25
562763,FFF 2013_October,False,0,0,0,0,166,0,165,0,0,289,0,13,10,0,390,0,7,0,101,10
623052,CCC 2014_February,True,0,0,22,0,3207,0,2959,0,44,141,0,489,3,0,775,0,58,0,409,36
679237,FFF 2014_October,False,0,0,0,0,241,0,680,6,22,2191,0,19,7,0,1057,0,56,0,540,52
441858,EEE 2013_October,True,0,0,0,0,74,0,65,0,0,241,0,127,0,0,115,0,3,0,11,7
531097,EEE 2013_October,False,0,9,0,0,4,0,43,0,0,321,0,0,0,0,140,0,1,0,36,1
679179,DDD 2014_October,False,0,0,0,0,101,1,62,0,0,29,0,0,0,0,108,0,8,0,44,7
594908,GGG 2014_February,False,0,0,0,0,0,0,15,0,0,56,0,0,0,0,0,0,3,0,1,0
2020916,DDD 2013_February,True,0,0,7,0,175,0,345,0,0,193,14,167,0,0,35,0,84,0,199,20
588672,FFF 2013_October,True,2,0,0,4,448,48,421,0,25,823,0,47,7,16,562,0,57,0,236,24
628227,GGG 2014_February,True,0,0,0,0,0,2,61,0,0,56,0,0,0,0,75,0,8,0,11,0
696082,FFF 2014_October,True,5,0,0,0,93,0,161,6,0,1875,0,20,5,8,563,0,24,0,199,7
626857,CCC 2014_February,False,0,0,0,0,0,0,122,0,0,11,0,0,0,0,1280,0,50,0,102,5
610771,FFF 2014_February,True,0,0,0,4,142,0,146,0,0,370,0,2,9,0,694,0,23,0,165,7
581676,EEE 2014_February,True,0,2,0,0,878,0,1048,0,4,1479,0,187,3,0,956,0,127,0,175,41
621369,BBB 2014_February,False,0,0,0,0,316,0,325,0,0,18,0,0,0,0,71,0,35,0,56,42
423757,DDD 2013_February,False,0,0,24,0,157,0,283,0,0,310,13,109,0,0,0,0,37,0,108,42
484885,BBB 2013_February,False,0,0,0,0,719,0,385,0,0,2,4,0,0,0,66,0,71,0,91,14
610261,DDD 2014_February,False,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0
427256,FFF 2014_October,True,20,1,0,0,414,0,475,1,6,1808,0,75,9,27,675,0,70,0,390,41
640752,FFF 2014_October,True,0,1,0,0,298,3,413,3,3,1901,0,21,2,1,745,0,42,0,263,24
563735,BBB 2013_October,True,0,0,0,0,82,0,171,0,1,31,0,0,0,0,84,0,82,0,83,24
599990,BBB 2014_February,True,0,0,0,0,115,0,109,0,0,21,0,0,0,0,76,0,17,0,43,14
349908,FFF 2013_February,True,6,0,0,0,360,0,278,0,0,740,60,5,2,4,680,0,43,0,226,37
621433,FFF 2014_February,False,0,0,0,2,115,0,141,0,1,220,0,18,4,0,881,0,49,0,92,4
689187,BBB 2014_October,True,0,0,0,0,0,0,192,0,0,756,0,0,0,16,168,0,36,0,20,1
541538,CCC 2014_October,True,0,0,0,0,72,0,237,0,0,185,0,0,1,0,110,0,115,0,63,3
1998834,FFF 2014_October,True,0,0,0,0,74,0,167,5,0,385,0,1,2,0,515,0,43,0,127,11
447510,DDD 2014_October,True,0,0,6,0,169,0,201,0,16,58,0,0,0,0,0,0,21,0,79,10
572067,BBB 2013_October,True,0,0,0,0,659,0,280,0,3,18,0,0,0,0,78,0,36,0,39,27
612230,BBB 2014_October,True,0,0,0,0,197,2,160,0,9,336,0,0,0,0,22,0,39,0,43,1
674509,FFF 2014_October,True,33,2,0,0,3435,0,1773,11,23,3203,0,188,17,34,666,0,50,0,650,62
603513,DDD 2013_October,True,0,0,6,0,102,0,149,0,1,131,0,61,0,0,0,0,51,0,187,7
1835389,BBB 2014_October,True,0,0,0,0,718,6,417,0,16,868,0,0,0,12,88,0,74,0,36,1
595354,FFF 2013_October,True,0,3,0,6,116,0,503,0,12,1268,0,18,7,11,1522,0,32,0,290,16
550604,DDD 2013_February,True,0,0,19,0,942,4,594,0,0,243,21,103,0,0,0,0,171,0,452,134
132972,BBB 2014_February,True,0,0,0,0,26,0,48,0,0,1,0,0,0,0,74,0,5,0,14,8
572060,DDD 2013_October,True,0,0,30,0,567,0,503,0,4,194,0,180,0,0,0,0,68,0,433,30
96475,BBB 2013_October,True,0,0,0,0,17,0,58,0,1,2,0,0,0,0,50,0,20,0,43,16
1518989,AAA 2013_October,True,12,0,0,0,2340,0,607,0,1,1020,0,0,0,0,0,0,13,0,125,84
609655,DDD 2014_October,False,0,0,1,0,5,6,16,0,0,27,0,0,0,0,0,0,1,0,6,0
643036,DDD 2014_October,True,0,0,5,0,63,4,128,0,0,242,0,0,0,0,0,0,24,0,26,3
245316,EEE 2013_October,False,0,1,0,0,94,0,236,0,0,476,0,0,0,0,133,0,2,0,12,27
396655,AAA 2014_October,False,0,0,0,0,97,0,127,0,1,160,0,0,0,0,0,0,14,0,62,1
602719,FFF 2013_October,True,0,0,0,3,23,0,130,0,0,614,0,1,3,0,725,0,11,0,116,2
596071,GGG 2013_October,True,0,0,0,0,36,2,149,0,0,211,0,0,0,0,133,0,32,0,23,0
539922,FFF 2014_February,True,22,18,0,2,1263,0,725,0,12,1770,44,101,21,38,827,0,88,0,785,169
424171,FFF 2013_October,True,15,6,0,2,299,0,374,0,10,1306,0,22,9,21,1080,0,24,0,326,21
626519,EEE 2014_February,True,0,0,0,0,147,0,483,0,5,1382,0,182,9,0,1802,0,267,0,397,65
596016,BBB 2013_October,False,0,0,0,0,24,0,53,0,0,4,0,0,0,0,38,0,20,0,28,14
677928,GGG 2014_October,True,0,0,0,0,88,0,108,0,0,426,0,0,0,0,84,0,21,0,20,0
593743,BBB 2013_October,True,0,0,0,0,468,3,198,0,0,48,0,0,0,0,123,0,32,0,57,44
475460,BBB 2013_February,False,0,0,0,0,123,0,49,0,0,0,0,0,0,0,12,0,2,0,5,2
408239,DDD 2013_October,True,0,0,2,0,251,0,336,0,5,309,0,115,0,0,0,0,47,0,123,3
2520868,DDD 2013_October,True,0,0,16,0,181,0,341,0,4,78,0,134,0,0,0,0,51,0,164,21
636653,FFF 2014_October,False,0,0,0,0,0,0,23,3,0,15,0,1,0,0,0,0,7,0,9,0
571131,DDD 2013_October,True,0,0,1,0,521,0,553,0,16,520,0,49,0,0,252,0,65,0,310,15
648841,DDD 2014_October,True,0,0,1,0,3,5,44,0,0,47,0,0,0,0,0,0,52,0,41,1
187663,DDD 2014_February,True,0,0,4,0,205,0,97,0,2,279,0,15,0,0,0,0,30,0,88,4
560784,EEE 2013_October,True,0,8,0,0,201,0,509,0,9,1931,0,120,0,0,841,0,313,0,268,49
2178466,FFF 2013_October,False,0,0,0,3,139,0,142,0,1,272,0,16,14,0,311,0,64,0,175,25
492590,BBB 2013_February,False,0,0,0,0,193,0,96,0,0,1,0,0,0,0,31,0,20,0,36,8
687023,CCC 2014_October,True,0,0,0,0,74,0,175,0,0,227,0,96,0,0,255,0,19,0,44,9
689139,BBB 2014_October,True,0,0,0,0,17,4,116,0,0,272,0,0,0,3,15,0,36,0,43,3
626055,CCC 2014_February,False,0,0,0,0,124,0,266,0,2,721,0,0,0,0,13,0,112,0,81,41
651267,DDD 2014_October,False,0,0,1,0,26,9,143,0,0,151,0,0,0,0,565,0,26,0,90,7
138920,BBB 2013_October,False,0,0,0,0,96,0,166,0,1,9,0,0,0,0,35,0,36,0,60,34
621682,FFF 2014_February,False,0,0,0,0,0,0,19,0,0,5,0,0,2,0,0,0,3,0,14,1
237274,AAA 2014_October,True,13,0,0,0,500,0,401,0,4,965,0,0,0,0,0,0,34,0,101,7
596376,GGG 2013_October,True,0,0,0,0,63,0,134,0,0,303,0,0,0,0,151,0,18,0,8,0
578427,DDD 2014_October,False,0,0,9,0,179,4,198,0,13,74,0,18,0,0,0,0,88,0,291,20
2148859,BBB 2014_February,True,0,0,0,0,236,1,136,0,0,13,0,0,0,0,64,0,3,0,16,39
589162,FFF 2014_October,True,20,1,0,0,136,0,467,7,5,2844,0,23,7,22,911,0,47,0,366,29
524386,CCC 2014_February,False,0,0,0,0,14,0,63,0,5,55,0,0,0,0,115,0,4,0,25,14
552114,DDD 2013_February,False,0,0,24,0,336,12,424,0,1,440,3,38,1,0,0,0,114,0,171,39
600999,BBB 2013_October,False,0,0,0,0,124,0,18,0,0,1,0,0,0,0,12,0,11,0,19,12
620317,GGG 2014_February,True,0,0,0,0,719,2,363,0,0,250,0,0,0,0,140,0,64,0,55,0
549792,FFF 2014_February,False,0,0,0,2,302,0,345,0,4,788,3,28,6,0,808,0,38,0,196,29
554998,BBB 2013_February,True,0,0,0,0,180,2,200,0,0,1,0,0,0,0,89,0,31,0,40,5
679939,CCC 2014_October,True,0,0,0,0,214,0,265,3,4,920,0,6,2,0,606,0,59,0,251,21
188662,CCC 2014_October,True,0,0,0,0,481,0,382,0,0,928,0,212,3,0,587,0,44,0,91,34
355147,BBB 2014_February,True,0,0,0,0,267,0,166,0,0,7,0,0,0,0,74,0,20,0,28,76
