id_student,activity_type,sum_click,final_result
682343,forumng,286,Pass
682343,glossary,7,Pass
682343,oucollaborate,40,Pass
682343,oucontent,1846,Pass
682343,ouelluminate,0,Pass
682343,questionnaire,10,Pass
682343,quiz,190,Pass
682343,resource,196,Pass
682343,sharedsubpage,0,Pass
682343,subpage,39,Pass
682343,url,1,Pass
547427,forumng,266,Pass
547427,glossary,0,Pass
547427,oucollaborate,0,Pass
547427,oucontent,2,Pass
547427,ouelluminate,0,Pass
547427,questionnaire,0,Pass
547427,quiz,82,Pass
547427,resource,22,Pass
547427,sharedsubpage,0,Pass
547427,subpage,51,Pass
547427,url,10,Pass
424539,forumng,41,Pass
424539,glossary,0,Pass
424539,oucollaborate,0,Pass
424539,oucontent,19,Pass
424539,ouelluminate,0,Pass
424539,questionnaire,0,Pass
424539,quiz,66,Pass
424539,resource,11,Pass
424539,sharedsubpage,0,Pass
424539,subpage,8,Pass
424539,url,8,Pass
545658,forumng,290,Pass
545658,glossary,0,Pass
545658,oucollaborate,0,Pass
545658,oucontent,0,Pass
545658,ouelluminate,1,Pass
545658,questionnaire,0,Pass
545658,quiz,78,Pass
545658,resource,22,Pass
545658,sharedsubpage,0,Pass
545658,subpage,45,Pass
545658,url,10,Pass
604950,forumng,74,Pass
604950,glossary,39,Pass
604950,oucollaborate,10,Pass
604950,oucontent,1695,Pass
604950,ouelluminate,0,Pass
604950,questionnaire,3,Pass
604950,quiz,153,Pass
604950,resource,115,Pass
604950,sharedsubpage,0,Pass
604950,subpage,130,Pass
604950,url,4,Pass
1421720,forumng,185,Pass
1421720,glossary,2,Pass
1421720,oucollaborate,3,Pass
1421720,oucontent,26,Pass
1421720,ouelluminate,0,Pass
1421720,questionnaire,0,Pass
1421720,quiz,83,Pass
1421720,resource,72,Pass
1421720,sharedsubpage,0,Pass
1421720,subpage,90,Pass
1421720,url,36,Pass
536722,forumng,259,Fail
536722,glossary,1,Fail
536722,oucollaborate,0,Fail
536722,oucontent,0,Fail
536722,ouelluminate,1,Fail
536722,questionnaire,0,Fail
536722,quiz,55,Fail
536722,resource,21,Fail
536722,sharedsubpage,0,Fail
536722,subpage,43,Fail
536722,url,18,Fail
556865,forumng,364,Pass
556865,glossary,0,Pass
556865,oucollaborate,0,Pass
556865,oucontent,0,Pass
556865,ouelluminate,0,Pass
556865,questionnaire,0,Pass
556865,quiz,79,Pass
556865,resource,4,Pass
556865,sharedsubpage,0,Pass
556865,subpage,10,Pass
556865,url,2,Pass
625666,forumng,26,Pass
625666,glossary,3,Pass
625666,oucollaborate,6,Pass
625666,oucontent,620,Pass
625666,ouelluminate,0,Pass
625666,questionnaire,3,Pass
625666,quiz,265,Pass
625666,resource,57,Pass
625666,sharedsubpage,0,Pass
625666,subpage,45,Pass
625666,url,4,Pass
623321,forumng,24,Fail
623321,glossary,2,Fail
623321,oucollaborate,0,Fail
623321,oucontent,25,Fail
623321,ouelluminate,0,Fail
623321,questionnaire,0,Fail
623321,quiz,66,Fail
623321,resource,77,Fail
623321,sharedsubpage,0,Fail
623321,subpage,85,Fail
623321,url,16,Fail
592205,forumng,33,Pass
592205,glossary,0,Pass
592205,oucollaborate,0,Pass
592205,oucontent,1,Pass
592205,ouelluminate,0,Pass
592205,questionnaire,0,Pass
592205,quiz,119,Pass
592205,resource,22,Pass
592205,sharedsubpage,0,Pass
592205,subpage,21,Pass
592205,url,3,Pass
2486159,forumng,7,Pass
2486159,glossary,1,Pass
2486159,oucollaborate,0,Pass
2486159,oucontent,281,Pass
2486159,ouelluminate,0,Pass
2486159,questionnaire,3,Pass
2486159,quiz,180,Pass
2486159,resource,18,Pass
2486159,sharedsubpage,0,Pass
2486159,subpage,10,Pass
2486159,url,0,Pass
650161,forumng,23,Pass
650161,glossary,1,Pass
650161,oucollaborate,17,Pass
650161,oucontent,464,Pass
650161,ouelluminate,0,Pass
650161,questionnaire,10,Pass
650161,quiz,130,Pass
650161,resource,13,Pass
650161,sharedsubpage,0,Pass
650161,subpage,17,Pass
650161,url,0,Pass
581305,forumng,74,Fail
581305,glossary,0,Fail
581305,oucollaborate,0,Fail
581305,oucontent,47,Fail
581305,ouelluminate,0,Fail
581305,questionnaire,0,Fail
581305,quiz,127,Fail
581305,resource,17,Fail
581305,sharedsubpage,0,Fail
581305,subpage,24,Fail
581305,url,3,Fail
610428,forumng,86,Pass
610428,glossary,0,Pass
610428,oucollaborate,0,Pass
610428,oucontent,10,Pass
610428,ouelluminate,0,Pass
610428,questionnaire,0,Pass
610428,quiz,66,Pass
610428,resource,27,Pass
610428,sharedsubpage,0,Pass
610428,subpage,25,Pass
610428,url,4,Pass
197240,forumng,113,Pass
197240,glossary,0,Pass
197240,oucollaborate,0,Pass
197240,oucontent,0,Pass
197240,ouelluminate,0,Pass
197240,questionnaire,0,Pass
197240,quiz,73,Pass
197240,resource,11,Pass
197240,sharedsubpage,0,Pass
197240,subpage,27,Pass
197240,url,4,Pass
541822,forumng,30,Pass
541822,glossary,0,Pass
541822,oucollaborate,0,Pass
541822,oucontent,1,Pass
541822,ouelluminate,0,Pass
541822,questionnaire,0,Pass
541822,quiz,68,Pass
541822,resource,13,Pass
541822,sharedsubpage,0,Pass
541822,subpage,33,Pass
541822,url,4,Pass
588265,forumng,324,Pass
588265,glossary,0,Pass
588265,oucollaborate,0,Pass
588265,oucontent,45,Pass
588265,ouelluminate,0,Pass
588265,questionnaire,0,Pass
588265,quiz,51,Pass
588265,resource,18,Pass
588265,sharedsubpage,0,Pass
588265,subpage,19,Pass
588265,url,8,Pass
690116,forumng,387,Pass
690116,glossary,5,Pass
690116,oucollaborate,107,Pass
690116,oucontent,1217,Pass
690116,ouelluminate,0,Pass
690116,questionnaire,0,Pass
690116,quiz,83,Pass
690116,resource,78,Pass
690116,sharedsubpage,0,Pass
690116,subpage,67,Pass
690116,url,9,Pass
601885,forumng,147,Pass
601885,glossary,0,Pass
601885,oucollaborate,0,Pass
601885,oucontent,14,Pass
601885,ouelluminate,0,Pass
601885,questionnaire,0,Pass
601885,quiz,69,Pass
601885,resource,12,Pass
601885,sharedsubpage,0,Pass
601885,subpage,34,Pass
601885,url,7,Pass
557325,forumng,452,Pass
557325,glossary,0,Pass
557325,oucollaborate,0,Pass
557325,oucontent,1,Pass
557325,ouelluminate,0,Pass
557325,questionnaire,0,Pass
557325,quiz,38,Pass
557325,resource,2,Pass
557325,sharedsubpage,0,Pass
557325,subpage,13,Pass
557325,url,5,Pass
515035,forumng,1,Fail
515035,glossary,0,Fail
515035,oucollaborate,0,Fail
515035,oucontent,2,Fail
515035,ouelluminate,0,Fail
515035,questionnaire,0,Fail
515035,quiz,0,Fail
515035,resource,11,Fail
515035,sharedsubpage,0,Fail
515035,subpage,13,Fail
515035,url,2,Fail
59725,forumng,338,Pass
59725,glossary,2,Pass
59725,oucollaborate,0,Pass
59725,oucontent,37,Pass
59725,ouelluminate,0,Pass
59725,questionnaire,0,Pass
59725,quiz,93,Pass
59725,resource,50,Pass
59725,sharedsubpage,0,Pass
59725,subpage,91,Pass
59725,url,11,Pass
620980,forumng,740,Pass
620980,glossary,0,Pass
620980,oucollaborate,1,Pass
620980,oucontent,48,Pass
620980,ouelluminate,0,Pass
620980,questionnaire,0,Pass
620980,quiz,109,Pass
620980,resource,33,Pass
620980,sharedsubpage,0,Pass
620980,subpage,81,Pass
620980,url,19,Pass
1540042,forumng,261,Pass
1540042,glossary,1,Pass
1540042,oucollaborate,0,Pass
1540042,oucontent,7,Pass
1540042,ouelluminate,0,Pass
1540042,questionnaire,0,Pass
1540042,quiz,53,Pass
1540042,resource,19,Pass
1540042,sharedsubpage,0,Pass
1540042,subpage,10,Pass
1540042,url,4,Pass
380205,forumng,61,Fail
380205,glossary,0,Fail
380205,oucollaborate,0,Fail
380205,oucontent,0,Fail
380205,ouelluminate,0,Fail
380205,questionnaire,0,Fail
380205,quiz,13,Fail
380205,resource,3,Fail
380205,sharedsubpage,0,Fail
380205,subpage,6,Fail
380205,url,7,Fail
700820,forumng,35,Pass
700820,glossary,2,Pass
700820,oucollaborate,2,Pass
700820,oucontent,574,Pass
700820,ouelluminate,0,Pass
700820,questionnaire,12,Pass
700820,quiz,311,Pass
700820,resource,38,Pass
700820,sharedsubpage,0,Pass
700820,subpage,29,Pass
700820,url,2,Pass
2539858,forumng,1032,Pass
2539858,glossary,6,Pass
2539858,oucollaborate,1,Pass
2539858,oucontent,29,Pass
2539858,ouelluminate,0,Pass
2539858,questionnaire,0,Pass
2539858,quiz,77,Pass
2539858,resource,212,Pass
2539858,sharedsubpage,0,Pass
2539858,subpage,279,Pass
2539858,url,97,Pass
555674,forumng,506,Pass
555674,glossary,1,Pass
555674,oucollaborate,0,Pass
555674,oucontent,1,Pass
555674,ouelluminate,0,Pass
555674,questionnaire,0,Pass
555674,quiz,98,Pass
555674,resource,22,Pass
555674,sharedsubpage,0,Pass
555674,subpage,79,Pass
555674,url,10,Pass
532779,forumng,80,Pass
532779,glossary,0,Pass
532779,oucollaborate,2,Pass
532779,oucontent,526,Pass
532779,ouelluminate,0,Pass
532779,questionnaire,7,Pass
532779,quiz,411,Pass
532779,resource,46,Pass
532779,sharedsubpage,0,Pass
532779,subpage,35,Pass
532779,url,5,Pass
614064,forumng,111,Pass
614064,glossary,0,Pass
614064,oucollaborate,0,Pass
614064,oucontent,16,Pass
614064,ouelluminate,0,Pass
614064,questionnaire,0,Pass
614064,quiz,84,Pass
614064,resource,20,Pass
614064,sharedsubpage,0,Pass
614064,subpage,24,Pass
614064,url,9,Pass
303617,forumng,163,Fail
303617,glossary,1,Fail
303617,oucollaborate,3,Fail
303617,oucontent,108,Fail
303617,ouelluminate,0,Fail
303617,questionnaire,0,Fail
303617,quiz,64,Fail
303617,resource,49,Fail
303617,sharedsubpage,0,Fail
303617,subpage,55,Fail
303617,url,11,Fail
635328,forumng,0,Fail
635328,glossary,0,Fail
635328,oucollaborate,0,Fail
635328,oucontent,36,Fail
635328,ouelluminate,0,Fail
635328,questionnaire,0,Fail
635328,quiz,1,Fail
635328,resource,40,Fail
635328,sharedsubpage,0,Fail
635328,subpage,74,Fail
635328,url,2,Fail
182824,forumng,57,Pass
182824,glossary,0,Pass
182824,oucollaborate,0,Pass
182824,oucontent,1,Pass
182824,ouelluminate,0,Pass
182824,questionnaire,0,Pass
182824,quiz,82,Pass
182824,resource,10,Pass
182824,sharedsubpage,0,Pass
182824,subpage,26,Pass
182824,url,10,Pass
594417,forumng,203,Pass
594417,glossary,0,Pass
594417,oucollaborate,0,Pass
594417,oucontent,10,Pass
594417,ouelluminate,0,Pass
594417,questionnaire,0,Pass
594417,quiz,74,Pass
594417,resource,4,Pass
594417,sharedsubpage,0,Pass
594417,subpage,11,Pass
594417,url,8,Pass
540055,forumng,406,Pass
540055,glossary,7,Pass
540055,oucollaborate,0,Pass
540055,oucontent,0,Pass
540055,ouelluminate,4,Pass
540055,questionnaire,0,Pass
540055,quiz,78,Pass
540055,resource,25,Pass
540055,sharedsubpage,0,Pass
540055,subpage,49,Pass
540055,url,10,Pass
2540724,forumng,357,Pass
2540724,glossary,3,Pass
2540724,oucollaborate,13,Pass
2540724,oucontent,12,Pass
2540724,ouelluminate,0,Pass
2540724,questionnaire,0,Pass
2540724,quiz,153,Pass
2540724,resource,221,Pass
2540724,sharedsubpage,0,Pass
2540724,subpage,153,Pass
2540724,url,39,Pass
614741,forumng,5716,Pass
614741,glossary,0,Pass
614741,oucollaborate,0,Pass
614741,oucontent,39,Pass
614741,ouelluminate,0,Pass
614741,questionnaire,0,Pass
614741,quiz,79,Pass
614741,resource,37,Pass
614741,sharedsubpage,0,Pass
614741,subpage,75,Pass
614741,url,88,Pass
628656,forumng,30,Pass
628656,glossary,0,Pass
628656,oucollaborate,9,Pass
628656,oucontent,401,Pass
628656,ouelluminate,0,Pass
628656,questionnaire,4,Pass
628656,quiz,65,Pass
628656,resource,27,Pass
628656,sharedsubpage,0,Pass
628656,subpage,14,Pass
628656,url,0,Pass
528250,forumng,156,Pass
528250,glossary,0,Pass
528250,oucollaborate,0,Pass
528250,oucontent,1,Pass
528250,ouelluminate,1,Pass
528250,questionnaire,0,Pass
528250,quiz,80,Pass
528250,resource,42,Pass
528250,sharedsubpage,0,Pass
528250,subpage,56,Pass
528250,url,16,Pass
651324,forumng,233,Pass
651324,glossary,6,Pass
651324,oucollaborate,3,Pass
651324,oucontent,750,Pass
651324,ouelluminate,0,Pass
651324,questionnaire,12,Pass
651324,quiz,172,Pass
651324,resource,24,Pass
651324,sharedsubpage,0,Pass
651324,subpage,27,Pass
651324,url,2,Pass
506753,forumng,504,Pass
506753,glossary,0,Pass
506753,oucollaborate,0,Pass
506753,oucontent,0,Pass
506753,ouelluminate,0,Pass
506753,questionnaire,0,Pass
506753,quiz,203,Pass
506753,resource,48,Pass
506753,sharedsubpage,0,Pass
506753,subpage,86,Pass
506753,url,16,Pass
2610745,forumng,51,Pass
2610745,glossary,16,Pass
2610745,oucollaborate,2,Pass
2610745,oucontent,387,Pass
2610745,ouelluminate,0,Pass
2610745,questionnaire,7,Pass
2610745,quiz,64,Pass
2610745,resource,17,Pass
2610745,sharedsubpage,0,Pass
2610745,subpage,15,Pass
2610745,url,2,Pass
492182,forumng,221,Pass
492182,glossary,0,Pass
492182,oucollaborate,0,Pass
492182,oucontent,1,Pass
492182,ouelluminate,0,Pass
492182,questionnaire,0,Pass
492182,quiz,74,Pass
492182,resource,8,Pass
492182,sharedsubpage,0,Pass
492182,subpage,13,Pass
492182,url,5,Pass
612656,forumng,155,Pass
612656,glossary,1,Pass
612656,oucollaborate,0,Pass
612656,oucontent,80,Pass
612656,ouelluminate,0,Pass
612656,questionnaire,0,Pass
612656,quiz,66,Pass
612656,resource,16,Pass
612656,sharedsubpage,0,Pass
612656,subpage,48,Pass
612656,url,17,Pass
1627017,forumng,127,Pass
1627017,glossary,0,Pass
1627017,oucollaborate,0,Pass
1627017,oucontent,183,Pass
1627017,ouelluminate,0,Pass
1627017,questionnaire,0,Pass
1627017,quiz,92,Pass
1627017,resource,35,Pass
1627017,sharedsubpage,0,Pass
1627017,subpage,80,Pass
1627017,url,96,Pass
504028,forumng,851,Pass
504028,glossary,5,Pass
504028,oucollaborate,0,Pass
504028,oucontent,0,Pass
504028,ouelluminate,2,Pass
504028,questionnaire,0,Pass
504028,quiz,103,Pass
504028,resource,18,Pass
504028,sharedsubpage,0,Pass
504028,subpage,41,Pass
504028,url,11,Pass
278794,forumng,250,Pass
278794,glossary,1,Pass
278794,oucollaborate,0,Pass
278794,oucontent,20,Pass
278794,ouelluminate,0,Pass
278794,questionnaire,0,Pass
278794,quiz,53,Pass
278794,resource,6,Pass
278794,sharedsubpage,0,Pass
278794,subpage,17,Pass
278794,url,5,Pass
612370,forumng,51,Fail
612370,glossary,0,Fail
612370,oucollaborate,0,Fail
612370,oucontent,31,Fail
612370,ouelluminate,0,Fail
612370,questionnaire,0,Fail
612370,quiz,77,Fail
612370,resource,67,Fail
612370,sharedsubpage,0,Fail
612370,subpage,83,Fail
612370,url,54,Fail
518223,forumng,80,Pass
518223,glossary,2,Pass
518223,oucollaborate,0,Pass
518223,oucontent,12,Pass
518223,ouelluminate,0,Pass
518223,questionnaire,0,Pass
518223,quiz,66,Pass
518223,resource,51,Pass
518223,sharedsubpage,0,Pass
518223,subpage,80,Pass
518223,url,46,Pass
1525567,forumng,2097,Pass
1525567,glossary,0,Pass
1525567,oucollaborate,0,Pass
1525567,oucontent,97,Pass
1525567,ouelluminate,0,Pass
1525567,questionnaire,0,Pass
1525567,quiz,132,Pass
1525567,resource,10,Pass
1525567,sharedsubpage,0,Pass
1525567,subpage,43,Pass
1525567,url,46,Pass
557775,forumng,1154,Pass
557775,glossary,0,Pass
557775,oucollaborate,0,Pass
557775,oucontent,1,Pass
557775,ouelluminate,0,Pass
557775,questionnaire,0,Pass
557775,quiz,68,Pass
557775,resource,38,Pass
557775,sharedsubpage,0,Pass
557775,subpage,32,Pass
557775,url,12,Pass
515497,forumng,58,Pass
515497,glossary,0,Pass
515497,oucollaborate,0,Pass
515497,oucontent,6,Pass
515497,ouelluminate,0,Pass
515497,questionnaire,0,Pass
515497,quiz,25,Pass
515497,resource,5,Pass
515497,sharedsubpage,0,Pass
515497,subpage,15,Pass
515497,url,8,Pass
634928,forumng,975,Pass
634928,glossary,6,Pass
634928,oucollaborate,2,Pass
634928,oucontent,25,Pass
634928,ouelluminate,0,Pass
634928,questionnaire,0,Pass
634928,quiz,118,Pass
634928,resource,20,Pass
634928,sharedsubpage,0,Pass
634928,subpage,45,Pass
634928,url,10,Pass
687406,forumng,119,Pass
687406,glossary,4,Pass
687406,oucollaborate,1,Pass
687406,oucontent,345,Pass
687406,ouelluminate,0,Pass
687406,questionnaire,0,Pass
687406,quiz,490,Pass
687406,resource,61,Pass
687406,sharedsubpage,0,Pass
687406,subpage,90,Pass
687406,url,5,Pass
593385,forumng,186,Pass
593385,glossary,1,Pass
593385,oucollaborate,1,Pass
593385,oucontent,14,Pass
593385,ouelluminate,0,Pass
593385,questionnaire,0,Pass
593385,quiz,92,Pass
593385,resource,35,Pass
593385,sharedsubpage,0,Pass
593385,subpage,59,Pass
593385,url,35,Pass
38234,forumng,18,Fail
38234,glossary,0,Fail
38234,oucollaborate,1,Fail
38234,oucontent,19,Fail
38234,ouelluminate,0,Fail
38234,questionnaire,0,Fail
38234,quiz,36,Fail
38234,resource,2,Fail
38234,sharedsubpage,0,Fail
38234,subpage,8,Fail
38234,url,3,Fail
251351,forumng,397,Pass
251351,glossary,0,Pass
251351,oucollaborate,0,Pass
251351,oucontent,0,Pass
251351,ouelluminate,0,Pass
251351,questionnaire,0,Pass
251351,quiz,52,Pass
251351,resource,6,Pass
251351,sharedsubpage,0,Pass
251351,subpage,11,Pass
251351,url,5,Pass
692572,forumng,488,Pass
692572,glossary,0,Pass
692572,oucollaborate,16,Pass
692572,oucontent,1262,Pass
692572,ouelluminate,0,Pass
692572,questionnaire,20,Pass
692572,quiz,153,Pass
692572,resource,37,Pass
692572,sharedsubpage,0,Pass
692572,subpage,44,Pass
692572,url,1,Pass
570351,forumng,15,Pass
570351,glossary,0,Pass
570351,oucollaborate,0,Pass
570351,oucontent,10,Pass
570351,ouelluminate,0,Pass
570351,questionnaire,0,Pass
570351,quiz,52,Pass
570351,resource,48,Pass
570351,sharedsubpage,0,Pass
570351,subpage,69,Pass
570351,url,20,Pass
578132,forumng,513,Pass
578132,glossary,0,Pass
578132,oucollaborate,3,Pass
578132,oucontent,739,Pass
578132,ouelluminate,0,Pass
578132,questionnaire,14,Pass
578132,quiz,144,Pass
578132,resource,30,Pass
578132,sharedsubpage,0,Pass
578132,subpage,42,Pass
578132,url,0,Pass
444926,forumng,67,Pass
444926,glossary,1,Pass
444926,oucollaborate,0,Pass
444926,oucontent,0,Pass
444926,ouelluminate,0,Pass
444926,questionnaire,0,Pass
444926,quiz,74,Pass
444926,resource,20,Pass
444926,sharedsubpage,0,Pass
444926,subpage,55,Pass
444926,url,25,Pass
472586,forumng,185,Pass
472586,glossary,2,Pass
472586,oucollaborate,0,Pass
472586,oucontent,1,Pass
472586,ouelluminate,0,Pass
472586,questionnaire,0,Pass
472586,quiz,51,Pass
472586,resource,7,Pass
472586,sharedsubpage,0,Pass
472586,subpage,21,Pass
472586,url,2,Pass
105883,forumng,1947,Pass
105883,glossary,0,Pass
105883,oucollaborate,0,Pass
105883,oucontent,70,Pass
105883,ouelluminate,0,Pass
105883,questionnaire,0,Pass
105883,quiz,319,Pass
105883,resource,62,Pass
105883,sharedsubpage,3,Pass
105883,subpage,492,Pass
105883,url,121,Pass
233317,forumng,409,Pass
233317,glossary,0,Pass
233317,oucollaborate,0,Pass
233317,oucontent,24,Pass
233317,ouelluminate,0,Pass
233317,questionnaire,0,Pass
233317,quiz,103,Pass
233317,resource,119,Pass
233317,sharedsubpage,0,Pass
233317,subpage,218,Pass
233317,url,41,Pass
541706,forumng,139,Fail
541706,glossary,1,Fail
541706,oucollaborate,0,Fail
541706,oucontent,2,Fail
541706,ouelluminate,3,Fail
541706,questionnaire,0,Fail
541706,quiz,65,Fail
541706,resource,14,Fail
541706,sharedsubpage,0,Fail
541706,subpage,18,Fail
541706,url,24,Fail
1903095,forumng,59,Pass
1903095,glossary,4,Pass
1903095,oucollaborate,5,Pass
1903095,oucontent,1000,Pass
1903095,ouelluminate,0,Pass
1903095,questionnaire,15,Pass
1903095,quiz,245,Pass
1903095,resource,54,Pass
1903095,sharedsubpage,0,Pass
1903095,subpage,50,Pass
1903095,url,5,Pass
395073,forumng,26,Fail
395073,glossary,0,Fail
395073,oucollaborate,0,Fail
395073,oucontent,2,Fail
395073,ouelluminate,0,Fail
395073,questionnaire,0,Fail
395073,quiz,36,Fail
395073,resource,6,Fail
395073,sharedsubpage,0,Fail
395073,subpage,14,Fail
395073,url,6,Fail
264106,forumng,9,Pass
264106,glossary,0,Pass
264106,oucollaborate,0,Pass
264106,oucontent,19,Pass
264106,ouelluminate,0,Pass
264106,questionnaire,0,Pass
264106,quiz,58,Pass
264106,resource,12,Pass
264106,sharedsubpage,0,Pass
264106,subpage,9,Pass
264106,url,3,Pass
577915,forumng,79,Pass
577915,glossary,0,Pass
577915,oucollaborate,0,Pass
577915,oucontent,14,Pass
577915,ouelluminate,0,Pass
577915,questionnaire,0,Pass
577915,quiz,78,Pass
577915,resource,33,Pass
577915,sharedsubpage,0,Pass
577915,subpage,29,Pass
577915,url,10,Pass
433939,forumng,420,Fail
433939,glossary,2,Fail
433939,oucollaborate,18,Fail
433939,oucontent,142,Fail
433939,ouelluminate,4,Fail
433939,questionnaire,8,Fail
433939,quiz,140,Fail
433939,resource,130,Fail
433939,sharedsubpage,0,Fail
433939,subpage,382,Fail
433939,url,42,Fail
2635505,forumng,207,Pass
2635505,glossary,0,Pass
2635505,oucollaborate,0,Pass
2635505,oucontent,0,Pass
2635505,ouelluminate,0,Pass
2635505,questionnaire,0,Pass
2635505,quiz,94,Pass
2635505,resource,20,Pass
2635505,sharedsubpage,0,Pass
2635505,subpage,25,Pass
2635505,url,11,Pass
579316,forumng,0,Pass
579316,glossary,0,Pass
579316,oucollaborate,0,Pass
579316,oucontent,9,Pass
579316,ouelluminate,0,Pass
579316,questionnaire,0,Pass
579316,quiz,74,Pass
579316,resource,3,Pass
579316,sharedsubpage,0,Pass
579316,subpage,8,Pass
579316,url,0,Pass
688638,forumng,85,Pass
688638,glossary,0,Pass
688638,oucollaborate,0,Pass
688638,oucontent,491,Pass
688638,ouelluminate,0,Pass
688638,questionnaire,5,Pass
688638,quiz,94,Pass
688638,resource,42,Pass
688638,sharedsubpage,0,Pass
688638,subpage,57,Pass
688638,url,4,Pass
578030,forumng,142,Pass
578030,glossary,0,Pass
578030,oucollaborate,0,Pass
578030,oucontent,13,Pass
578030,ouelluminate,0,Pass
578030,questionnaire,0,Pass
578030,quiz,109,Pass
578030,resource,13,Pass
578030,sharedsubpage,0,Pass
578030,subpage,30,Pass
578030,url,11,Pass
596892,forumng,0,Fail
596892,glossary,0,Fail
596892,oucollaborate,0,Fail
596892,oucontent,0,Fail
596892,ouelluminate,0,Fail
596892,questionnaire,0,Fail
596892,quiz,64,Fail
596892,resource,5,Fail
596892,sharedsubpage,0,Fail
596892,subpage,6,Fail
596892,url,4,Fail
612658,forumng,207,Pass
612658,glossary,0,Pass
612658,oucollaborate,0,Pass
612658,oucontent,21,Pass
612658,ouelluminate,0,Pass
612658,questionnaire,0,Pass
612658,quiz,115,Pass
612658,resource,25,Pass
612658,sharedsubpage,0,Pass
612658,subpage,42,Pass
612658,url,16,Pass
596305,forumng,293,Pass
596305,glossary,2,Pass
596305,oucollaborate,0,Pass
596305,oucontent,69,Pass
596305,ouelluminate,0,Pass
596305,questionnaire,0,Pass
596305,quiz,106,Pass
596305,resource,26,Pass
596305,sharedsubpage,0,Pass
596305,subpage,54,Pass
596305,url,8,Pass
597539,forumng,3,Fail
597539,glossary,1,Fail
597539,oucollaborate,0,Fail
597539,oucontent,48,Fail
597539,ouelluminate,0,Fail
597539,questionnaire,0,Fail
597539,quiz,1,Fail
597539,resource,9,Fail
597539,sharedsubpage,0,Fail
597539,subpage,3,Fail
597539,url,0,Fail
370302,forumng,47,Fail
370302,glossary,0,Fail
370302,oucollaborate,0,Fail
370302,oucontent,0,Fail
370302,ouelluminate,0,Fail
370302,questionnaire,0,Fail
370302,quiz,70,Fail
370302,resource,64,Fail
370302,sharedsubpage,0,Fail
370302,subpage,69,Fail
370302,url,10,Fail
1508708,forumng,0,Fail
1508708,glossary,0,Fail
1508708,oucollaborate,0,Fail
1508708,oucontent,0,Fail
1508708,ouelluminate,0,Fail
1508708,questionnaire,0,Fail
1508708,quiz,0,Fail
1508708,resource,2,Fail
1508708,sharedsubpage,0,Fail
1508708,subpage,2,Fail
1508708,url,1,Fail
578197,forumng,316,Pass
578197,glossary,0,Pass
578197,oucollaborate,0,Pass
578197,oucontent,5,Pass
578197,ouelluminate,0,Pass
578197,questionnaire,0,Pass
578197,quiz,75,Pass
578197,resource,17,Pass
578197,sharedsubpage,0,Pass
578197,subpage,31,Pass
578197,url,12,Pass
595138,forumng,137,Pass
595138,glossary,0,Pass
595138,oucollaborate,0,Pass
595138,oucontent,24,Pass
595138,ouelluminate,0,Pass
595138,questionnaire,0,Pass
595138,quiz,89,Pass
595138,resource,26,Pass
595138,sharedsubpage,0,Pass
595138,subpage,29,Pass
595138,url,7,Pass
587192,forumng,230,Pass
587192,glossary,0,Pass
587192,oucollaborate,0,Pass
587192,oucontent,52,Pass
587192,ouelluminate,0,Pass
587192,questionnaire,0,Pass
587192,quiz,111,Pass
587192,resource,33,Pass
587192,sharedsubpage,0,Pass
587192,subpage,48,Pass
587192,url,94,Pass
1889565,forumng,450,Pass
1889565,glossary,0,Pass
1889565,oucollaborate,0,Pass
1889565,oucontent,19,Pass
1889565,ouelluminate,0,Pass
1889565,questionnaire,0,Pass
1889565,quiz,82,Pass
1889565,resource,27,Pass
1889565,sharedsubpage,0,Pass
1889565,subpage,49,Pass
1889565,url,87,Pass
2147687,forumng,243,Fail
2147687,glossary,6,Fail
2147687,oucollaborate,0,Fail
2147687,oucontent,0,Fail
2147687,ouelluminate,0,Fail
2147687,questionnaire,0,Fail
2147687,quiz,13,Fail
2147687,resource,2,Fail
2147687,sharedsubpage,0,Fail
2147687,subpage,5,Fail
2147687,url,9,Fail
626123,forumng,492,Pass
626123,glossary,0,Pass
626123,oucollaborate,0,Pass
626123,oucontent,41,Pass
626123,ouelluminate,0,Pass
626123,questionnaire,0,Pass
626123,quiz,84,Pass
626123,resource,13,Pass
626123,sharedsubpage,0,Pass
626123,subpage,34,Pass
626123,url,7,Pass
603200,forumng,0,Pass
603200,glossary,0,Pass
603200,oucollaborate,0,Pass
603200,oucontent,272,Pass
603200,ouelluminate,0,Pass
603200,questionnaire,3,Pass
603200,quiz,0,Pass
603200,resource,18,Pass
603200,sharedsubpage,0,Pass
603200,subpage,14,Pass
603200,url,2,Pass
691856,forumng,0,Pass
691856,glossary,2,Pass
691856,oucollaborate,0,Pass
691856,oucontent,191,Pass
691856,ouelluminate,0,Pass
691856,questionnaire,0,Pass
691856,quiz,1,Pass
691856,resource,21,Pass
691856,sharedsubpage,0,Pass
691856,subpage,20,Pass
691856,url,0,Pass
471925,forumng,92,Pass
471925,glossary,0,Pass
471925,oucollaborate,0,Pass
471925,oucontent,48,Pass
471925,ouelluminate,0,Pass
471925,questionnaire,0,Pass
471925,quiz,146,Pass
471925,resource,51,Pass
471925,sharedsubpage,0,Pass
471925,subpage,73,Pass
471925,url,64,Pass
372602,forumng,8,Pass
372602,glossary,1,Pass
372602,oucollaborate,0,Pass
372602,oucontent,69,Pass
