id_student,final_result,forumng,glossary,homepage,oucollaborate,oucontent,ouelluminate,questionnaire,quiz,resource,sharedsubpage,subpage,url
560208,Fail,151,2,142,12,142,4,0,30,16,0,23,9
693213,Pass,37,1,51,1,280,0,0,54,15,0,15,2
490514,Pass,176,0,90,0,0,0,0,74,13,0,20,8
535548,Pass,11,0,105,0,61,0,0,104,67,0,20,5
524496,Fail,60,0,23,1,0,0,0,2,5,0,14,6
590502,Fail,145,1,211,0,2,0,0,45,87,0,94,29
329226,Pass,233,0,100,0,1,0,0,79,15,0,31,6
320051,Pass,1,0,17,0,21,0,0,69,3,0,3,4
618197,Pass,104,0,202,6,512,0,6,216,138,0,38,5
628580,Pass,195,0,179,0,15,0,0,79,71,0,111,24
689487,Fail,0,0,47,2,139,0,0,112,7,0,6,1
615259,Pass,147,2,177,0,91,0,0,82,30,0,77,60
411197,Fail,65,0,24,0,0,1,0,0,4,0,8,2
1623795,Pass,14,84,159,13,940,0,11,294,53,0,21,1
693380,Pass,5,0,77,0,97,0,0,0,7,0,4,0
690359,Pass,5,1,60,0,253,0,0,19,97,0,27,0
511693,Pass,113,0,75,0,1,0,0,72,6,0,20,16
647762,Pass,8,21,324,21,1681,0,15,226,107,0,76,9
656181,Fail,4,0,76,0,108,0,0,182,9,0,10,1
2300913,Fail,40,0,221,0,10,0,0,151,86,0,29,21
558755,Fail,33,0,20,1,2,0,0,0,11,0,18,15
2680885,Pass,30,0,28,0,17,0,0,65,1,0,6,2
627403,Fail,1255,0,536,1,21,0,0,145,48,1,98,41
635228,Pass,179,0,79,1,14,0,0,66,10,0,7,18
683935,Pass,104,7,181,20,675,0,10,36,151,0,65,1
580688,Pass,1895,1,318,0,20,0,0,66,19,0,56,5
559467,Pass,2,0,9,0,0,0,0,100,0,0,2,0
623177,Fail,131,0,115,5,6,0,0,91,25,0,53,6
547873,Pass,50,1,180,0,0,0,0,78,15,0,21,12
515130,Fail,0,0,16,0,2,0,0,0,14,0,10,5
618258,Pass,454,1,284,0,64,0,0,79,63,0,74,23
609203,Fail,10,0,151,2,721,0,8,113,31,0,25,2
315186,Pass,419,0,182,0,2,0,0,76,41,0,59,8
618951,Pass,155,0,270,0,60,0,0,78,45,0,82,35
635241,Pass,321,0,143,3,21,0,0,98,22,0,58,19
676151,Pass,1928,23,1031,34,1590,0,14,142,78,0,88,1
623935,Pass,29,0,166,0,44,0,0,59,13,0,29,5
537171,Pass,89,0,157,0,129,0,0,117,14,0,39,6
649345,Pass,131,2,100,3,679,0,7,62,17,0,23,1
677203,Pass,60,7,280,3,412,0,0,202,59,0,37,1
490500,Fail,34,0,12,1,0,0,0,1,6,0,11,4
631132,Fail,179,0,108,3,27,0,0,45,64,0,47,4
511527,Fail,35,0,16,0,0,0,0,53,7,0,10,6
537605,Fail,22,0,6,0,3,0,0,0,2,0,3,1
506650,Pass,138,0,82,0,0,0,0,84,3,0,12,4
556349,Pass,16,0,69,0,1,0,0,78,44,0,46,5
697345,Fail,15,0,110,1,161,0,0,152,28,0,33,0
516456,Pass,34,0,60,0,0,0,0,66,18,0,29,4
694981,Pass,0,0,68,0,76,0,0,66,14,0,19,3
600658,Fail,0,0,38,0,24,0,0,10,7,0,8,2
531384,Pass,2789,0,1091,1,50,0,0,105,127,0,178,29
322325,Fail,84,0,67,1,0,0,0,13,13,0,31,2
643354,Pass,11,0,201,2,505,0,0,303,28,0,22,1
241338,Fail,6,0,28,0,12,0,0,25,2,0,12,0
264152,Pass,2240,3,915,0,19,0,0,139,48,0,72,18
439109,Fail,16,0,41,0,4,0,0,134,14,1,13,14
572101,Pass,0,4,245,0,505,0,0,187,63,0,28,0
528056,Fail,29,0,4,0,0,0,0,0,1,0,4,5
595103,Pass,452,0,215,0,14,0,0,65,4,0,19,44
563487,Pass,721,0,153,0,66,0,0,77,11,0,30,10
476859,Fail,9,0,2,0,0,0,0,0,0,0,0,0
586376,Pass,174,3,282,0,683,0,10,153,67,0,95,1
601504,Pass,3266,16,735,4,51,0,0,139,98,0,202,101
605246,Pass,23,0,68,0,0,0,0,161,18,0,27,8
1990650,Fail,15,0,23,0,0,0,0,6,5,0,5,1
263499,Pass,4586,13,1421,0,1,9,0,140,136,1,286,70
537688,Pass,237,0,167,0,0,0,0,101,27,0,31,13
425820,Pass,849,0,330,0,3,0,0,107,54,0,96,11
580684,Fail,98,0,109,0,6,0,0,89,5,0,7,4
179254,Fail,7,1,5,0,0,0,0,25,2,0,4,1
267853,Fail,0,0,2,0,0,0,0,0,1,0,2,0
551714,Pass,182,0,112,0,1,0,0,173,12,0,22,5
517175,Fail,0,0,4,0,0,0,0,0,0,0,5,2
1480800,Pass,269,0,122,0,0,1,0,99,17,0,18,9
691717,Pass,43,2,167,0,417,0,0,172,25,0,47,1
355643,Pass,83,0,77,0,28,0,0,83,5,0,14,4
277967,Pass,139,5,194,27,621,0,6,69,58,0,42,5
604752,Fail,113,0,44,0,1,0,0,1,3,0,9,3
521671,Fail,0,0,3,0,0,0,0,0,1,0,1,2
613909,Pass,9,0,147,2,624,0,2,1,11,0,8,0
651863,Pass,48,0,205,1,1171,0,12,166,45,0,38,0
678283,Fail,1,1,33,0,30,0,0,0,7,0,26,2
510068,Fail,7,0,38,1,15,0,0,0,34,0,27,1
611228,Pass,145,1,158,1,7,0,0,67,3,0,18,19
409945,Pass,169,0,99,0,16,0,0,68,45,0,59,8
621369,Fail,316,0,325,0,18,0,0,71,35,0,56,42
613735,Pass,77,0,258,0,23,0,0,70,75,0,91,34
340592,Fail,117,2,51,0,28,0,0,0,11,0,10,0
577376,Pass,355,0,246,2,8,0,0,102,3,0,16,6
620115,Fail,0,0,3,0,29,0,0,0,5,0,1,0
645098,Pass,169,29,307,9,850,0,12,171,56,0,71,3
519294,Pass,186,0,92,0,22,0,0,77,8,0,34,9
634615,Fail,0,0,1,0,0,0,0,0,4,0,1,0
612355,Pass,252,0,149,0,14,0,0,89,64,0,86,15
606762,Fail,14,0,51,0,0,0,0,25,7,0,15,13
541763,Fail,58,0,14,0,1,0,0,39,2,0,5,4
533527,Fail,89,0,50,0,18,0,0,75,4,0,6,4
597878,Pass,486,2,224,0,15,0,0,108,42,0,40,45
494278,Pass,632,0,167,0,2,0,0,81,25,0,42,6
441000,Fail,94,3,60,0,0,0,0,44,22,0,24,11
499380,Pass,1750,5,478,0,2,8,0,150,18,0,57,26
177554,Fail,165,12,71,3,50,0,0,0,7,0,18,0
1730702,Fail,476,0,127,0,0,0,0,14,10,0,31,14
611268,Fail,1281,2,407,1,880,0,12,171,111,0,97,18
613199,Pass,316,2,249,5,53,0,0,67,25,0,44,57
633890,Fail,8,0,13,0,0,0,0,0,1,0,2,1
298322,Pass,159,0,141,0,0,0,0,65,88,0,63,6
335600,Fail,24,0,30,0,0,0,0,14,15,0,29,4
487214,Fail,112,0,121,0,11,0,0,63,22,0,24,28
593900,Pass,241,0,116,0,1,0,0,110,12,0,18,20
685267,Pass,2,1,248,1,400,0,6,92,13,0,21,1
1972832,Pass,7,1,100,17,164,0,0,20,117,0,101,1
573853,Pass,6,0,53,0,60,0,0,75,10,0,23,4
634606,Fail,63,0,126,0,66,0,0,92,50,0,56,12
627270,Pass,845,0,172,0,45,0,0,81,262,0,38,11
493912,Pass,596,0,189,0,1,0,0,79,28,0,22,10
677630,Fail,0,0,51,0,26,0,0,0,30,0,25,1
233095,Pass,83,0,30,0,8,0,0,60,2,0,9,3
442910,Pass,255,1,143,0,11,0,0,94,58,0,77,35
695021,Pass,0,4,21,0,173,0,0,37,5,0,3,0
496334,Fail,76,0,92,0,31,0,0,88,3,0,19,24
583964,Pass,23,0,63,1,43,0,0,100,17,0,34,4
1733023,Pass,29,2,157,1,983,0,13,60,66,0,41,4
590308,Fail,39,0,17,1,1,0,0,53,1,0,2,0
489889,Pass,23,0,68,1,16,0,0,40,25,0,42,14
567262,Pass,21,1,74,0,8,0,0,63,29,0,33,18
512929,Pass,470,0,376,0,0,2,0,72,57,0,63,25
597582,Fail,65,0,12,0,10,0,0,0,3,0,7,5
475901,Fail,1,0,17,0,0,0,0,1,4,0,9,2
554139,Fail,3,0,24,0,1,0,0,0,8,0,17,3
275006,Pass,290,0,233,42,119,0,0,84,22,0,29,11
573275,Fail,1,0,2,0,1,0,0,0,2,0,6,4
648311,Fail,40,0,123,5,320,0,0,144,65,0,22,0
530669,Pass,2114,2,374,0,0,0,0,50,21,0,77,18
504022,Pass,0,0,15,0,2,0,0,52,3,0,8,1
2444641,Fail,86,0,144,0,58,0,0,67,18,0,52,9
610340,Fail,40,0,25,0,0,0,0,32,1,0,6,1
582333,Pass,340,2,249,0,10,0,0,89,93,0,45,15
2174835,Pass,2,0,44,0,18,0,0,92,10,0,34,11
547487,Pass,92,1,79,0,47,0,0,64,72,0,43,8
620408,Pass,111,2,97,0,21,0,0,46,6,0,14,10
289965,Fail,57,0,21,0,11,0,0,1,2,0,13,3
578362,Fail,19,0,163,0,1,0,0,56,10,0,19,19
35812,Fail,7,0,8,0,0,0,0,0,0,0,1,3
596114,Pass,1237,3,929,9,24,0,0,189,92,0,148,157
626642,Pass,113,0,95,0,5,0,0,114,3,0,6,0
616511,Pass,821,0,236,0,37,0,0,95,9,0,39,31
186670,Fail,44,0,60,0,0,0,0,61,13,0,38,16
524076,Fail,11,0,8,1,0,0,0,1,0,0,0,1
574031,Pass,496,36,395,43,1778,0,16,183,92,0,91,6
648585,Pass,81,0,49,13,218,0,0,3,25,0,29,2
493958,Pass,9,0,36,0,0,0,0,76,9,0,12,5
686128,Pass,26,2,186,5,509,0,0,192,22,0,28,4
610763,Pass,36,0,56,0,21,0,0,76,11,0,19,2
2513954,Pass,1539,11,812,1,20,0,0,185,50,0,66,78
646901,Pass,6,0,29,0,21,0,0,78,14,0,21,2
533969,Fail,48,0,13,0,1,0,0,0,2,0,5,3
687683,Pass,4,1,171,7,831,0,13,61,46,0,31,0
612247,Pass,674,7,387,7,1077,0,14,248,52,0,58,8
445494,Pass,106,0,122,0,32,0,0,73,7,0,10,38
574002,Fail,290,0,192,1,12,0,0,83,41,0,102,41
630697,Pass,73,0,32,3,5,0,0,3,7,0,9,0
466854,Fail,272,0,117,0,0,0,0,30,5,0,17,2
634472,Pass,212,2,256,0,102,0,0,88,10,0,54,21
646415,Fail,0,0,104,0,99,0,0,88,38,0,25,0
560238,Pass,179,0,271,0,24,0,0,72,17,0,33,75
537342,Pass,636,0,230,0,1,1,0,114,34,0,43,17
593685,Pass,0,0,44,0,34,0,0,92,4,0,18,4
563769,Fail,5,0,60,0,16,0,0,103,9,0,20,4
267761,Pass,302,1,196,0,1,0,0,77,16,0,40,20
2207474,Pass,56,46,211,7,939,0,5,86,41,0,64,1
557220,Pass,353,0,229,0,1,7,0,89,38,0,71,13
1467014,Pass,587,6,371,0,15,0,0,115,61,0,125,12
600845,Fail,0,0,3,0,0,0,0,0,1,0,2,0
1732956,Pass,551,8,733,46,1409,0,0,656,173,0,136,5
685702,Pass,58,0,67,4,275,0,0,72,20,0,28,4
410281,Fail,409,3,259,0,35,0,0,76,85,0,61,23
486282,Fail,49,1,117,0,1,1,0,18,18,0,43,16
552039,Pass,604,5,137,0,1,0,0,71,22,0,27,13
577304,Fail,114,0,10,0,2,0,0,40,0,0,7,1
603762,Pass,193,0,116,0,7,0,0,66,10,0,13,7
586516,Pass,2366,15,608,15,1364,0,12,231,317,4,183,40
523672,Pass,235,2,80,0,1,0,0,71,1,0,8,3
2682693,Fail,2,0,24,0,34,0,0,0,78,0,18,2
542991,Fail,103,0,32,0,0,0,0,80,1,0,7,3
598035,Pass,0,0,19,0,37,0,0,0,56,0,3,1
193822,Pass,1549,0,386,0,3,0,0,79,24,0,52,31
563877,Pass,799,0,159,0,3,1,0,67,37,0,66,18
534360,Pass,19,0,37,0,0,0,0,60,13,0,25,6
298303,Pass,0,4,142,0,569,0,6,103,28,0,40,2
632869,Fail,29,0,78,0,13,0,0,78,21,0,24,14
270399,Fail,9,0,5,0,0,0,0,0,4,0,3,1
512722,Pass,32,0,259,5,508,0,12,147,25,0,40,1
513077,Fail,167,0,349,0,40,0,0,157,216,0,163,123
309734,Pass,135,1,224,0,0,2,0,76,119,0,131,13
349554,Pass,325,0,300,0,18,0,0,70,37,0,56,68
591501,Pass,323,0,236,1,29,0,0,93,24,0,50,24
492979,Pass,24,4,44,0,149,0,0,0,7,0,6,0
485006,Pass,983,1,453,1,39,0,0,111,20,0,49,25
615443,Pass,119,0,59,0,30,0,0,62,18,0,24,13
581353,Pass,362,4,461,0,70,0,0,87,9,0,41,16
2029037,Pass,1057,0,384,1,36,0,0,82,77,0,106,132
652586,Pass,376,27,278,11,1599,0,12,182,62,0,35,0
342017,Fail,91,0,87,0,1,0,0,34,1,0,3,2
523331,Fail,0,0,4,0,0,0,0,0,1,0,1,1
635755,Pass,847,4,236,3,21,0,0,79,53,0,66,29
642201,Pass,27,0,64,0,111,0,0,30,43,0,32,2
581586,Pass,34,0,164,0,13,0,0,73,1,0,13,73
2340165,Pass,1987,3,165,0,18,0,0,70,14,0,21,4
694576,Fail,35,0,152,1,600,0,0,154,39,0,39,3
2691100,Pass,42,0,245,0,22,0,0,102,70,0,104,56
694341,Pass,2,5,136,0,933,0,5,112,63,0,32,2
612135,Pass,308,0,183,6,704,0,17,121,45,0,54,0
294381,Fail,126,0,137,0,1,0,0,40,4,0,19,11
683779,Pass,174,7,281,2,822,0,12,239,45,0,31,4
558622,Pass,1773,1,474,0,1,18,0,98,39,0,57,17
201431,Pass,123,0,100,0,13,0,0,53,5,0,23,0
679971,Fail,0,0,30,0,39,0,0,82,29,0,5,1
590086,Pass,30,1,71,0,436,0,0,22,16,0,13,0
568749,Pass,30,1,406,1,1574,0,6,172,107,0,74,1
614668,Pass,76,0,144,1,12,0,0,103,21,0,18,15
589621,Pass,256,0,380,13,916,0,12,128,98,0,32,1
151917,Fail,46,3,447,28,231,0,0,423,159,0,243,42
569970,Pass,451,0,161,0,40,0,0,98,12,0,18,32
274971,Pass,77,2,144,1,34,0,0,58,101,0,139,24
140719,Fail,67,0,81,0,6,0,0,67,15,0,20,4
603038,Pass,48,0,83,0,10,0,0,52,28,0,69,31
601803,Fail,63,1,80,2,73,0,0,58,17,0,21,1
627190,Pass,1564,13,629,0,72,0,0,81,161,0,239,114
550269,Pass,0,0,23,0,10,0,0,114,0,0,1,1
484039,Fail,253,2,41,0,3,0,0,42,0,0,12,2
2638818,Pass,875,8,462,4,32,0,0,124,46,0,77,23
581625,Fail,206,0,75,1,3,0,0,2,1,0,13,4
2510414,Fail,24,0,27,1,0,0,0,79,10,0,12,6
611688,Pass,970,12,457,0,20,0,0,152,43,0,55,67
165904,Pass,208,0,348,0,37,0,0,105,83,0,135,47
650433,Fail,0,1,83,0,129,0,0,74,9,0,9,0
480507,Pass,561,1,180,0,0,0,0,72,2,0,8,8
539710,Fail,16,0,4,0,0,0,0,0,0,0,0,1
547409,Fail,44,0,36,0,0,0,0,4,12,0,22,6
627968,Fail,15,2,207,3,803,0,0,50,62,0,24,0
572051,Pass,41,0,67,0,47,0,0,66,27,0,58,11
614212,Pass,28,0,63,0,10,0,0,69,8,0,14,5
642600,Pass,30,1,153,1,196,0,0,454,43,0,27,3
633949,Pass,73,2,215,1,830,0,11,142,29,0,45,2
630794,Fail,422,9,304,2,40,0,0,81,39,0,89,50
631561,Fail,51,0,31,0,11,0,0,43,3,0,2,0
482680,Pass,85,0,76,0,16,0,0,71,26,0,39,9
596849,Fail,53,0,21,2,0,0,0,24,2,0,3,2
630716,Fail,141,5,349,12,532,0,0,0,50,0,44,2
2681505,Pass,8,1,18,0,29,0,0,0,2,0,2,1
614732,Pass,15,0,27,0,8,0,0,75,18,0,7,3
480382,Pass,103,1,144,0,1,0,0,72,27,0,23,8
695535,Pass,19,0,58,1,389,0,5,49,43,0,14,2
305373,Fail,50,0,83,2,0,0,0,146,14,0,7,18
627659,Pass,27,0,14,0,7,0,0,20,4,0,6,1
1560989,Fail,52,7,494,0,282,0,0,18,201,0,134,38
527636,Fail,161,0,177,0,4,0,0,48,9,0,29,13
675526,Pass,494,0,379,8,387,0,0,143,63,0,51,1
97154,Pass,195,0,237,0,1,0,0,75,152,0,300,24
272000,Fail,1,2,66,0,90,0,0,0,15,0,12,4
623603,Fail,36,0,61,0,0,0,0,31,3,0,8,7
376868,Fail,0,0,12,0,0,0,0,0,1,0,6,2
606685,Pass,235,0,365,9,40,0,0,71,58,0,61,87
656208,Pass,0,0,74,0,71,0,0,0,11,0,12,1
634230,Pass,635,0,293,7,87,0,0,95,32,0,112,37
501208,Pass,6,0,59,0,31,0,0,34,35,0,30,8
680009,Pass,18,0,158,2,299,0,0,260,49,0,65,3
624011,Pass,82,0,180,0,85,0,0,65,55,0,66,7
591589,Pass,394,6,172,1,37,0,0,84,60,0,143,49
693091,Pass,28,0,282,3,754,0,0,215,97,0,52,4
475688,Pass,691,1,292,0,3,3,0,226,69,0,104,28
626297,Fail,95,0,116,0,6,0,0,54,38,0,37,16
555695,Pass,519,0,319,0,1,1,0,79,31,0,52,7
2570092,Pass,97,0,111,0,11,0,0,91,6,0,14,4
648543,Pass,518,3,526,1,661,0,0,123,71,0,123,1
604725,Pass,60,0,201,0,1077,0,13,167,62,0,30,0
635113,Pass,0,0,28,0,9,0,0,68,1,0,8,0
588251,Fail,86,0,125,0,326,0,4,65,7,0,3,3
108859,Pass,279,8,462,23,713,0,6,147,278,0,78,2
546837,Pass,522,5,193,0,0,0,0,100,27,0,48,20
498131,Pass,1791,3,200,0,0,0,0,96,27,0,45,10
437562,Pass,10,0,96,0,0,2,0,69,90,0,83,4
389471,Fail,126,0,53,0,28,0,0,98,13,0,91,16
598623,Pass,760,2,281,0,60,0,0,129,97,0,141,31
582123,Pass,4,0,48,0,12,0,0,82,2,0,15,6
680162,Pass,0,0,115,0,725,0,0,3,22,0,20,1
381917,Pass,1618,0,562,0,52,0,0,125,39,2,88,36
363396,Pass,160,0,184,0,12,0,0,85,30,0,32,50
544500,Fail,262,0,74,0,0,0,0,54,6,0,7,5
686200,Pass,113,8,293,1,783,0,11,142,79,0,70,2
629507,Pass,120,1,38,0,14,0,0,71,6,0,9,6
2690136,Fail,11,0,13,0,0,0,0,0,2,0,6,2
594872,Pass,262,0,140,1,326,0,0,212,21,0,34,3
656698,Fail,0,2,111,0,752,0,6,5,23,0,37,2
686822,Pass,47,1,125,9,535,0,4,219,26,0,51,1
1813493,Fail,165,0,208,3,372,0,5,47,87,0,69,3
396114,Pass,895,0,463,0,25,0,0,91,20,0,85,24
623097,Pass,158,0,162,6,376,0,0,80,33,0,42,0
473509,Fail,890,0,328,0,3,0,0,2,14,0,20,18
356386,Fail,85,0,77,0,23,0,0,51,21,0,36,11
539558,Fail,265,1,93,0,1,0,0,76,46,0,56,12
497088,Pass,223,0,30,0,1,0,0,51,4,0,6,1
2645061,Pass,609,0,474,0,5,0,0,96,38,2,153,24
377905,Fail,352,0,142,0,0,0,0,15,9,0,19,5
508028,Pass,824,0,281,0,33,0,0,75,26,0,48,43
600490,Pass,256,0,101,0,9,0,0,88,10,0,23,6
2576637,Pass,269,37,184,8,900,0,12,396,41,0,27,1
522894,Pass,342,2,475,0,44,0,0,196,182,0,383,83
560455,Pass,157,0,154,0,0,0,0,101,13,0,36,10
553729,Fail,55,0,39,0,0,0,0,65,1,0,8,0
611060,Pass,203,1,211,0,34,0,0,70,37,0,59,22
492676,Pass,3,0,80,1,90,0,0,0,22,0,31,2
520002,Pass,2959,1,1194,0,57,0,0,218,76,3,55,57
621862,Pass,260,0,125,3,33,0,0,66,5,0,18,27
593871,Pass,539,1,347,1,33,0,0,57,32,0,62,58
692525,Fail,0,0,72,0,81,0,0,27,15,0,31,1
363213,Pass,34,2,73,5,85,0,0,1,16,0,22,3
2091096,Pass,75,7,248,5,876,0,14,111,88,0,111,3
587810,Pass,120,0,425,0,77,0,0,171,192,0,318,124
552883,Fail,33,0,8,0,0,0,0,1,4,0,8,0
550245,Pass,0,1,80,0,60,0,0,6,38,0,40,2
581431,Fail,138,0,78,0,7,0,0,88,4,0,11,0
656481,Pass,1,0,253,0,752,0,5,221,45,0,64,1
2687378,Pass,644,2,267,2,17,0,0,159,36,0,29,19
605672,Pass,48,0,127,0,16,0,0,69,91,0,26,8
560012,Fail,56,0,21,0,0,0,0,29,2,0,4,1
577743,Pass,19,3,190,2,567,0,10,127,36,0,54,0
574549,Pass,111,0,72,0,18,0,0,67,18,0,29,9
607529,Pass,52,0,131,0,44,0,0,73,9,0,14,6
126800,Pass,312,1,288,7,697,0,13,130,18,0,34,1
571223,Pass,806,0,339,0,4,0,0,133,21,0,32,17
126322,Pass,307,2,126,0,0,0,0,31,14,0,38,8
630586,Fail,8,0,64,0,3,0,0,60,14,0,25,11
624799,Fail,7,0,31,0,6,0,0,31,39,0,37,20
649025,Pass,22,2,227,14,779,0,12,286,22,0,50,2
2523350,Pass,184,0,289,0,10,0,0,100,75,0,72,59
614583,Pass,107,0,193,0,74,0,0,85,37,0,66,8
500279,Fail,59,0,32,0,2,0,0,2,20,0,17,9
2639611,Pass,71,0,110,0,0,0,0,72,40,0,101,23
72400,Pass,75,0,79,0,14,0,0,89,88,0,61,14
692936,Fail,3,0,29,0,39,0,0,4,9,0,8,0
549754,Pass,1594,0,281,0,1,0,0,73,34,0,66,25
678995,Pass,595,35,520,51,1409,0,12,203,118,0,241,8
516475,Pass,35,0,29,0,0,0,0,29,6,0,5,1
240993,Pass,628,1,339,8,53,0,0,102,24,0,62,29
635771,Pass,0,0,44,0,5,0,0,79,4,0,7,14
556871,Pass,710,1,300,0,0,0,0,109,19,0,49,10
2442685,Pass,2,0,16,0,0,0,0,51,3,0,9,0
421326,Fail,1,0,22,0,10,0,0,45,1,0,4,0
306478,Pass,140,1,194,13,113,0,0,175,8,0,27,0
522889,Fail,196,0,154,0,7,0,0,121,58,0,77,16
126769,Pass,40,5,225,5,790,0,13,197,30,0,56,1
393327,Pass,112,0,283,3,46,0,0,149,30,0,92,61
539635,Pass,250,1,436,29,706,0,14,175,76,0,124,3
483064,Pass,1607,10,248,0,0,4,0,101,41,0,53,10
554393,Fail,9,0,7,0,0,0,0,2,0,0,0,3
583459,Pass,28,0,193,0,23,0,0,98,32,0,25,14
597286,Pass,124,0,102,0,15,0,0,87,10,0,26,6
577905,Fail,0,0,3,0,0,0,0,0,1,0,2,1
604106,Pass,22,0,83,0,19,0,0,94,10,0,26,5
555675,Pass,962,0,442,0,0,0,0,114,48,0,136,28
590923,Fail,8,0,10,0,1,0,0,13,2,0,7,3
602496,Pass,27,0,59,0,37,0,0,109,14,0,31,9
493186,Pass,358,0,191,0,0,0,0,82,20,0,43,8
103998,Fail,14,0,6,0,27,0,0,0,2,0,0,0
689094,Pass,9,0,100,0,369,0,0,93,62,0,34,2
2078479,Pass,3125,12,1153,3,38,0,0,140,55,0,129,34
384884,Pass,512,1,433,0,19,0,0,120,30,0,32,45
699503,Pass,10,0,53,1,176,0,0,0,15,0,13,2
588910,Pass,297,0,472,0,11,0,0,84,11,0,23,9
606572,Pass,225,0,492,0,56,0,0,113,167,0,257,94
613047,Fail,8,0,22,0,9,0,0,72,4,0,2,5
552177,Fail,0,0,10,0,1,0,0,0,8,0,5,5
699153,Pass,6,1,46,0,117,0,0,10,26,0,14,3
339379,Pass,88,0,163,0,2,0,0,102,12,0,34,11
613200,Pass,388,1,194,9,10,0,0,71,24,0,22,3
676962,Pass,0,0,86,0,73,0,0,6,16,0,32,0
530941,Pass,0,1,212,0,527,0,12,92,90,0,54,1
539056,Pass,824,9,406,0,0,13,0,106,99,0,135,63
466477,Pass,101,0,172,0,26,0,0,57,44,0,62,41
602598,Fail,0,0,2,0,0,0,0,0,0,0,0,1
696804,Pass,7,2,107,11,167,0,0,0,39,0,25,4
523247,Pass,463,0,204,0,32,0,0,74,102,0,24,10
620304,Fail,11,0,10,0,0,0,0,1,0,0,0,0
624847,Pass,160,2,103,0,11,0,0,75,10,0,31,31
2619107,Pass,185,0,100,0,12,0,0,96,24,0,12,8
419375,Pass,1701,0,598,1,27,0,0,138,41,0,75,30
2196054,Pass,610,4,567,0,12,0,0,96,7,0,11,25
612113,Fail,0,0,3,0,0,0,0,0,0,0,0,1
467292,Pass,470,19,135,0,2,0,0,74,18,0,55,16
635788,Pass,248,0,262,3,49,0,0,80,89,0,169,34
169213,Pass,1,0,118,0,54,0,0,74,8,0,37,40
582218,Fail,20,0,4,0,2,0,0,0,8,0,7,3
410357,Pass,1354,0,464,0,19,0,0,78,29,0,42,3
443288,Pass,4628,0,465,0,1,0,0,128,31,0,46,28
609804,Fail,1,0,50,0,3,0,0,106,3,0,12,2
614871,Pass,1462,6,593,1,35,0,0,79,74,0,534,15
581027,Fail,19,0,25,0,1,0,0,0,8,0,21,17
2452289,Pass,262,1,386,0,26,0,0,73,203,0,310,72
677462,Pass,34,0,136,32,123,0,0,112,57,0,27,6
572514,Fail,152,0,139,0,2,0,0,115,12,0,29,13
519012,Fail,127,0,36,0,1,0,0,20,2,0,4,2
398891,Pass,16,0,55,0,9,0,0,78,7,0,21,17
539303,Pass,430,0,112,0,1,0,0,64,7,0,14,8
2569163,Pass,131,0,318,0,0,0,0,115,22,0,68,7
677922,Pass,51,0,52,2,334,0,0,64,23,0,15,1
89778,Pass,0,0,19,0,20,0,0,69,18,0,14,1
602471,Pass,8,1,351,0,1339,0,5,135,115,0,38,5
522189,Pass,323,14,250,25,611,0,0,86,24,0,19,5
484768,Pass,200,2,97,0,2,1,0,66,16,0,30,14
422223,Fail,5,0,6,0,2,0,0,13,0,0,1,1
616919,Pass,4361,1,543,0,77,0,0,73,8,0,26,14
600211,Fail,0,0,1,0,0,0,0,0,0,0,0,0
682223,Pass,98,2,66,10,310,0,0,4,8,0,12,2
493515,Fail,223,0,172,0,1,0,0,68,75,0,148,8
536852,Fail,150,0,150,1,20,0,0,77,16,0,25,6
2541388,Pass,491,0,411,2,69,0,0,94,206,0,174,39
557827,Fail,449,0,143,0,1,0,0,78,6,0,17,11
650050,Fail,4,0,19,0,27,0,0,0,4,0,2,1
479343,Pass,788,0,201,0,0,0,0,79,20,0,30,6
686286,Fail,0,0,36,0,42,0,0,0,11,0,15,1
681752,Fail,44,0,22,0,19,0,0,0,6,0,6,0
695654,Pass,4,0,56,15,179,0,0,0,11,0,12,0
535833,Pass,21,0,40,0,16,0,0,102,83,0,8,4
612919,Pass,4131,3,1510,0,259,0,0,80,87,0,110,64
384678,Fail,228,2,228,0,1,2,0,84,19,0,23,15
549158,Pass,22,0,65,0,1,0,0,71,29,0,39,8
248103,Pass,467,1,139,0,1,1,0,81,17,0,34,3
467035,Pass,136,0,184,0,2,0,0,88,67,0,79,13
585150,Pass,114,0,110,1,17,0,0,66,28,0,35,4
675231,Pass,36,0,123,13,407,0,0,71,146,0,28,2
388205,Fail,71,0,108,0,4,0,0,45,5,0,14,4
693793,Pass,0,1,80,0,101,0,0,15,14,0,19,1
367304,Fail,4,0,29,0,1,0,0,1,13,0,14,0
578717,Pass,178,2,125,0,5,0,0,87,21,0,33,20
507359,Pass,71,0,43,0,0,0,0,83,5,0,11,4
551836,Pass,267,0,117,0,11,0,0,68,1,0,4,3
2420909,Pass,0,0,28,0,11,0,0,64,17,0,13,0
607300,Fail,20,0,55,1,15,0,0,49,23,0,22,11
629060,Pass,8,0,33,0,10,0,0,79,6,0,11,3
381669,Pass,2,0,116,0,32,0,0,61,12,0,26,24
444361,Pass,20,0,121,11,502,0,1,36,23,0,27,1
532140,Pass,112,0,48,0,0,0,0,92,8,0,17,4
577527,Pass,161,1,117,1,30,0,0,75,32,0,32,13
627000,Fail,26,0,42,0,11,0,0,69,18,0,25,2
